hruid2017,hrname_english,Gender,Age,Value,Age2,AgeCat
5931,Richmond,T,85-89,2841,85,10
5931,Richmond,T,90+,1518,90,10
5932,Vancouver,M,<1,2728,1,1
5932,Vancouver,M,01-04,9869,1,1
5932,Vancouver,M,05-09,11738,5,1
5932,Vancouver,M,10-14,12319,10,2
5932,Vancouver,M,15-19,16081,15,2
5932,Vancouver,M,20-24,27309,20,3
5932,Vancouver,M,25-29,33960,25,3
5932,Vancouver,M,30-34,32682,30,4
5932,Vancouver,M,35-39,25925,35,4
5932,Vancouver,M,40-44,22231,40,5
5932,Vancouver,M,45-49,23817,45,5
5932,Vancouver,M,50-54,23936,50,6
5932,Vancouver,M,55-59,21307,55,7
5932,Vancouver,M,60-64,18991,60,7
5932,Vancouver,M,65-69,16557,65,8
5932,Vancouver,M,70-74,10554,70,8
5932,Vancouver,M,75-79,8173,75,9
5932,Vancouver,M,80-84,6349,80,9
5932,Vancouver,M,85-89,3854,85,10
5932,Vancouver,M,90+,1786,90,10
5932,Vancouver,F,<1,2630,1,1
5932,Vancouver,F,01-04,9014,1,1
5932,Vancouver,F,05-09,11062,5,1
5932,Vancouver,F,10-14,11474,10,2
5932,Vancouver,F,15-19,15639,15,2
5932,Vancouver,F,20-24,27283,20,3
5932,Vancouver,F,25-29,35374,25,3
5932,Vancouver,F,30-34,32065,30,4
5932,Vancouver,F,35-39,25122,35,4
5932,Vancouver,F,40-44,23069,40,5
5932,Vancouver,F,45-49,24983,45,5
5932,Vancouver,F,50-54,24973,50,6
5932,Vancouver,F,55-59,22303,55,7
5932,Vancouver,F,60-64,19627,60,7
5932,Vancouver,F,65-69,17191,65,8
5932,Vancouver,F,70-74,11853,70,8
5932,Vancouver,F,75-79,9712,75,9
5932,Vancouver,F,80-84,7752,80,9
5932,Vancouver,F,85-89,5631,85,10
5932,Vancouver,F,90+,4078,90,10
5932,Vancouver,T,<1,5358,1,1
5932,Vancouver,T,01-04,18883,1,1
5932,Vancouver,T,05-09,22800,5,1
5932,Vancouver,T,10-14,23793,10,2
5932,Vancouver,T,15-19,31720,15,2
5932,Vancouver,T,20-24,54592,20,3
5932,Vancouver,T,25-29,69334,25,3
5932,Vancouver,T,30-34,64747,30,4
5932,Vancouver,T,35-39,51047,35,4
5932,Vancouver,T,40-44,45300,40,5
5932,Vancouver,T,45-49,48800,45,5
5932,Vancouver,T,50-54,48909,50,6
5932,Vancouver,T,55-59,43610,55,7
5932,Vancouver,T,60-64,38618,60,7
5932,Vancouver,T,65-69,33748,65,8
5932,Vancouver,T,70-74,22407,70,8
5932,Vancouver,T,75-79,17885,75,9
5932,Vancouver,T,80-84,14101,80,9
5932,Vancouver,T,85-89,9485,85,10
5932,Vancouver,T,90+,5864,90,10
5933,North Shore/Coast Garibaldi,M,<1,1194,1,1
5933,North Shore/Coast Garibaldi,M,01-04,5430,1,1
5933,North Shore/Coast Garibaldi,M,05-09,8002,5,1
5933,North Shore/Coast Garibaldi,M,10-14,7808,10,2
5933,North Shore/Coast Garibaldi,M,15-19,8836,15,2
5933,North Shore/Coast Garibaldi,M,20-24,9082,20,3
5933,North Shore/Coast Garibaldi,M,25-29,7159,25,3
5933,North Shore/Coast Garibaldi,M,30-34,7635,30,4
5933,North Shore/Coast Garibaldi,M,35-39,8484,35,4
5933,North Shore/Coast Garibaldi,M,40-44,9551,40,5
5933,North Shore/Coast Garibaldi,M,45-49,10267,45,5
5933,North Shore/Coast Garibaldi,M,50-54,10814,50,6
5933,North Shore/Coast Garibaldi,M,55-59,10884,55,7
5933,North Shore/Coast Garibaldi,M,60-64,9750,60,7
5933,North Shore/Coast Garibaldi,M,65-69,8708,65,8
5933,North Shore/Coast Garibaldi,M,70-74,6570,70,8
5933,North Shore/Coast Garibaldi,M,75-79,4397,75,9
5933,North Shore/Coast Garibaldi,M,80-84,3142,80,9
5933,North Shore/Coast Garibaldi,M,85-89,2021,85,10
5933,North Shore/Coast Garibaldi,M,90+,901,90,10
5933,North Shore/Coast Garibaldi,F,<1,1152,1,1
5933,North Shore/Coast Garibaldi,F,01-04,5040,1,1
5933,North Shore/Coast Garibaldi,F,05-09,7232,5,1
5933,North Shore/Coast Garibaldi,F,10-14,7561,10,2
5933,North Shore/Coast Garibaldi,F,15-19,8099,15,2
5933,North Shore/Coast Garibaldi,F,20-24,7738,20,3
5933,North Shore/Coast Garibaldi,F,25-29,7247,25,3
5933,North Shore/Coast Garibaldi,F,30-34,8567,30,4
5933,North Shore/Coast Garibaldi,F,35-39,9490,35,4
5933,North Shore/Coast Garibaldi,F,40-44,10066,40,5
5933,North Shore/Coast Garibaldi,F,45-49,10991,45,5
5933,North Shore/Coast Garibaldi,F,50-54,11476,50,6
5933,North Shore/Coast Garibaldi,F,55-59,11318,55,7
5933,North Shore/Coast Garibaldi,F,60-64,9905,60,7
5933,North Shore/Coast Garibaldi,F,65-69,8753,65,8
5933,North Shore/Coast Garibaldi,F,70-74,6916,70,8
5933,North Shore/Coast Garibaldi,F,75-79,5026,75,9
5933,North Shore/Coast Garibaldi,F,80-84,3867,80,9
5933,North Shore/Coast Garibaldi,F,85-89,2917,85,10
5933,North Shore/Coast Garibaldi,F,90+,1960,90,10
5933,North Shore/Coast Garibaldi,T,<1,2346,1,1
5933,North Shore/Coast Garibaldi,T,01-04,10470,1,1
5933,North Shore/Coast Garibaldi,T,05-09,15234,5,1
5933,North Shore/Coast Garibaldi,T,10-14,15369,10,2
5933,North Shore/Coast Garibaldi,T,15-19,16935,15,2
5933,North Shore/Coast Garibaldi,T,20-24,16820,20,3
5933,North Shore/Coast Garibaldi,T,25-29,14406,25,3
5933,North Shore/Coast Garibaldi,T,30-34,16202,30,4
5933,North Shore/Coast Garibaldi,T,35-39,17974,35,4
5933,North Shore/Coast Garibaldi,T,40-44,19617,40,5
5933,North Shore/Coast Garibaldi,T,45-49,21258,45,5
5933,North Shore/Coast Garibaldi,T,50-54,22290,50,6
5933,North Shore/Coast Garibaldi,T,55-59,22202,55,7
5933,North Shore/Coast Garibaldi,T,60-64,19655,60,7
5933,North Shore/Coast Garibaldi,T,65-69,17461,65,8
5933,North Shore/Coast Garibaldi,T,70-74,13486,70,8
5933,North Shore/Coast Garibaldi,T,75-79,9423,75,9
5933,North Shore/Coast Garibaldi,T,80-84,7009,80,9
5933,North Shore/Coast Garibaldi,T,85-89,4938,85,10
5933,North Shore/Coast Garibaldi,T,90+,2861,90,10
5941,South Vancouver Island,M,<1,1671,1,1
5941,South Vancouver Island,M,01-04,6695,1,1
5941,South Vancouver Island,M,05-09,8365,5,1
5941,South Vancouver Island,M,10-14,8063,10,2
5941,South Vancouver Island,M,15-19,9608,15,2
5941,South Vancouver Island,M,20-24,14905,20,3
5941,South Vancouver Island,M,25-29,12824,25,3
5941,South Vancouver Island,M,30-34,12859,30,4
5941,South Vancouver Island,M,35-39,12379,35,4
5941,South Vancouver Island,M,40-44,11729,40,5
5941,South Vancouver Island,M,45-49,12394,45,5
5941,South Vancouver Island,M,50-54,13029,50,6
5941,South Vancouver Island,M,55-59,13520,55,7
5941,South Vancouver Island,M,60-64,13525,60,7
5941,South Vancouver Island,M,65-69,12899,65,8
5941,South Vancouver Island,M,70-74,9211,70,8
5941,South Vancouver Island,M,75-79,6072,75,9
5941,South Vancouver Island,M,80-84,4639,80,9
5941,South Vancouver Island,M,85-89,2916,85,10
5941,South Vancouver Island,M,90+,1646,90,10
5941,South Vancouver Island,F,<1,1618,1,1
5941,South Vancouver Island,F,01-04,6456,1,1
5941,South Vancouver Island,F,05-09,7847,5,1
5941,South Vancouver Island,F,10-14,7651,10,2
5941,South Vancouver Island,F,15-19,9587,15,2
5941,South Vancouver Island,F,20-24,14517,20,3
5941,South Vancouver Island,F,25-29,13019,25,3
5941,South Vancouver Island,F,30-34,12992,30,4
5941,South Vancouver Island,F,35-39,12243,35,4
5941,South Vancouver Island,F,40-44,11457,40,5
5941,South Vancouver Island,F,45-49,12406,45,5
5941,South Vancouver Island,F,50-54,13757,50,6
5941,South Vancouver Island,F,55-59,15214,55,7
5941,South Vancouver Island,F,60-64,14709,60,7
5941,South Vancouver Island,F,65-69,13936,65,8
5941,South Vancouver Island,F,70-74,9985,70,8
5941,South Vancouver Island,F,75-79,6945,75,9
5941,South Vancouver Island,F,80-84,5715,80,9
5941,South Vancouver Island,F,85-89,4540,85,10
5941,South Vancouver Island,F,90+,3670,90,10
5941,South Vancouver Island,T,<1,3289,1,1
5941,South Vancouver Island,T,01-04,13151,1,1
5941,South Vancouver Island,T,05-09,16212,5,1
5941,South Vancouver Island,T,10-14,15714,10,2
5941,South Vancouver Island,T,15-19,19195,15,2
5941,South Vancouver Island,T,20-24,29422,20,3
5941,South Vancouver Island,T,25-29,25843,25,3
5941,South Vancouver Island,T,30-34,25851,30,4
5941,South Vancouver Island,T,35-39,24622,35,4
5941,South Vancouver Island,T,40-44,23186,40,5
5941,South Vancouver Island,T,45-49,24800,45,5
5941,South Vancouver Island,T,50-54,26786,50,6
5941,South Vancouver Island,T,55-59,28734,55,7
5941,South Vancouver Island,T,60-64,28234,60,7
5941,South Vancouver Island,T,65-69,26835,65,8
5941,South Vancouver Island,T,70-74,19196,70,8
5941,South Vancouver Island,T,75-79,13017,75,9
5941,South Vancouver Island,T,80-84,10354,80,9
5941,South Vancouver Island,T,85-89,7456,85,10
5941,South Vancouver Island,T,90+,5316,90,10
5942,Central Vancouver Island,M,<1,1093,1,1
5942,Central Vancouver Island,M,01-04,4756,1,1
5942,Central Vancouver Island,M,05-09,6457,5,1
5942,Central Vancouver Island,M,10-14,6429,10,2
5942,Central Vancouver Island,M,15-19,7275,15,2
5942,Central Vancouver Island,M,20-24,7392,20,3
5942,Central Vancouver Island,M,25-29,6608,25,3
5942,Central Vancouver Island,M,30-34,7058,30,4
5942,Central Vancouver Island,M,35-39,7257,35,4
5942,Central Vancouver Island,M,40-44,7522,40,5
5942,Central Vancouver Island,M,45-49,7963,45,5
5942,Central Vancouver Island,M,50-54,9438,50,6
5942,Central Vancouver Island,M,55-59,10872,55,7
5942,Central Vancouver Island,M,60-64,11417,60,7
5942,Central Vancouver Island,M,65-69,11192,65,8
5942,Central Vancouver Island,M,70-74,8514,70,8
5942,Central Vancouver Island,M,75-79,5898,75,9
5942,Central Vancouver Island,M,80-84,3959,80,9
5942,Central Vancouver Island,M,85-89,2317,85,10
5942,Central Vancouver Island,M,90+,1007,90,10
5942,Central Vancouver Island,F,<1,1122,1,1
5942,Central Vancouver Island,F,01-04,4679,1,1
5942,Central Vancouver Island,F,05-09,6236,5,1
5942,Central Vancouver Island,F,10-14,5975,10,2
5942,Central Vancouver Island,F,15-19,7051,15,2
5942,Central Vancouver Island,F,20-24,6653,20,3
5942,Central Vancouver Island,F,25-29,6531,25,3
5942,Central Vancouver Island,F,30-34,7647,30,4
5942,Central Vancouver Island,F,35-39,7436,35,4
5942,Central Vancouver Island,F,40-44,7324,40,5
5942,Central Vancouver Island,F,45-49,8452,45,5
5942,Central Vancouver Island,F,50-54,10205,50,6
5942,Central Vancouver Island,F,55-59,11821,55,7
5942,Central Vancouver Island,F,60-64,12166,60,7
5942,Central Vancouver Island,F,65-69,11396,65,8
5942,Central Vancouver Island,F,70-74,8480,70,8
5942,Central Vancouver Island,F,75-79,5970,75,9
5942,Central Vancouver Island,F,80-84,4275,80,9
5942,Central Vancouver Island,F,85-89,2944,85,10
5942,Central Vancouver Island,F,90+,2153,90,10
5942,Central Vancouver Island,T,<1,2215,1,1
5942,Central Vancouver Island,T,01-04,9435,1,1
5942,Central Vancouver Island,T,05-09,12693,5,1
5942,Central Vancouver Island,T,10-14,12404,10,2
5942,Central Vancouver Island,T,15-19,14326,15,2
5942,Central Vancouver Island,T,20-24,14045,20,3
5942,Central Vancouver Island,T,25-29,13139,25,3
5942,Central Vancouver Island,T,30-34,14705,30,4
5942,Central Vancouver Island,T,35-39,14693,35,4
5942,Central Vancouver Island,T,40-44,14846,40,5
5942,Central Vancouver Island,T,45-49,16415,45,5
5942,Central Vancouver Island,T,50-54,19643,50,6
5942,Central Vancouver Island,T,55-59,22693,55,7
5942,Central Vancouver Island,T,60-64,23583,60,7
5942,Central Vancouver Island,T,65-69,22588,65,8
5942,Central Vancouver Island,T,70-74,16994,70,8
5942,Central Vancouver Island,T,75-79,11868,75,9
5942,Central Vancouver Island,T,80-84,8234,80,9
5942,Central Vancouver Island,T,85-89,5261,85,10
5942,Central Vancouver Island,T,90+,3160,90,10
5943,North Vancouver Island,M,<1,531,1,1
5943,North Vancouver Island,M,01-04,2282,1,1
5943,North Vancouver Island,M,05-09,3231,5,1
5943,North Vancouver Island,M,10-14,3090,10,2
5943,North Vancouver Island,M,15-19,3415,15,2
5943,North Vancouver Island,M,20-24,2921,20,3
5943,North Vancouver Island,M,25-29,2665,25,3
5943,North Vancouver Island,M,30-34,3217,30,4
5943,North Vancouver Island,M,35-39,3312,35,4
5943,North Vancouver Island,M,40-44,3550,40,5
5943,North Vancouver Island,M,45-49,3651,45,5
5943,North Vancouver Island,M,50-54,4519,50,6
5943,North Vancouver Island,M,55-59,5103,55,7
5943,North Vancouver Island,M,60-64,5233,60,7
5943,North Vancouver Island,M,65-69,5094,65,8
5943,North Vancouver Island,M,70-74,3778,70,8
5943,North Vancouver Island,M,75-79,2371,75,9
5943,North Vancouver Island,M,80-84,1568,80,9
5943,North Vancouver Island,M,85-89,874,85,10
5943,North Vancouver Island,M,90+,362,90,10
5943,North Vancouver Island,F,<1,471,1,1
5943,North Vancouver Island,F,01-04,2241,1,1
5943,North Vancouver Island,F,05-09,2898,5,1
5943,North Vancouver Island,F,10-14,2853,10,2
5943,North Vancouver Island,F,15-19,3202,15,2
5943,North Vancouver Island,F,20-24,2677,20,3
5943,North Vancouver Island,F,25-29,2847,25,3
5943,North Vancouver Island,F,30-34,3495,30,4
5943,North Vancouver Island,F,35-39,3653,35,4
5943,North Vancouver Island,F,40-44,3486,40,5
5943,North Vancouver Island,F,45-49,3818,45,5
5943,North Vancouver Island,F,50-54,4884,50,6
5943,North Vancouver Island,F,55-59,5544,55,7
5943,North Vancouver Island,F,60-64,5465,60,7
5943,North Vancouver Island,F,65-69,4917,65,8
5943,North Vancouver Island,F,70-74,3478,70,8
5943,North Vancouver Island,F,75-79,2294,75,9
5943,North Vancouver Island,F,80-84,1656,80,9
5943,North Vancouver Island,F,85-89,1072,85,10
5943,North Vancouver Island,F,90+,793,90,10
5943,North Vancouver Island,T,<1,1002,1,1
5943,North Vancouver Island,T,01-04,4523,1,1
5943,North Vancouver Island,T,05-09,6129,5,1
5943,North Vancouver Island,T,10-14,5943,10,2
5943,North Vancouver Island,T,15-19,6617,15,2
5943,North Vancouver Island,T,20-24,5598,20,3
5943,North Vancouver Island,T,25-29,5512,25,3
5943,North Vancouver Island,T,30-34,6712,30,4
5943,North Vancouver Island,T,35-39,6965,35,4
5943,North Vancouver Island,T,40-44,7036,40,5
5943,North Vancouver Island,T,45-49,7469,45,5
5943,North Vancouver Island,T,50-54,9403,50,6
5943,North Vancouver Island,T,55-59,10647,55,7
5943,North Vancouver Island,T,60-64,10698,60,7
5943,North Vancouver Island,T,65-69,10011,65,8
5943,North Vancouver Island,T,70-74,7256,70,8
5943,North Vancouver Island,T,75-79,4665,75,9
5943,North Vancouver Island,T,80-84,3224,80,9
5943,North Vancouver Island,T,85-89,1946,85,10
5943,North Vancouver Island,T,90+,1155,90,10
5951,Northwest,M,<1,405,1,1
5951,Northwest,M,01-04,1709,1,1
5951,Northwest,M,05-09,2291,5,1
5951,Northwest,M,10-14,2194,10,2
5951,Northwest,M,15-19,2388,15,2
5951,Northwest,M,20-24,2250,20,3
5951,Northwest,M,25-29,2120,25,3
5951,Northwest,M,30-34,2169,30,4
5951,Northwest,M,35-39,2180,35,4
5951,Northwest,M,40-44,2373,40,5
5951,Northwest,M,45-49,2475,45,5
5951,Northwest,M,50-54,2787,50,6
5951,Northwest,M,55-59,3006,55,7
5951,Northwest,M,60-64,2660,60,7
5951,Northwest,M,65-69,2094,65,8
5951,Northwest,M,70-74,1460,70,8
5951,Northwest,M,75-79,888,75,9
5951,Northwest,M,80-84,543,80,9
5951,Northwest,M,85-89,288,85,10
5951,Northwest,M,90+,191,90,10
5951,Northwest,F,<1,424,1,1
5951,Northwest,F,01-04,1672,1,1
5951,Northwest,F,05-09,2270,5,1
5951,Northwest,F,10-14,2070,10,2
5951,Northwest,F,15-19,2144,15,2
5951,Northwest,F,20-24,1899,20,3
5951,Northwest,F,25-29,2018,25,3
5951,Northwest,F,30-34,2112,30,4
5951,Northwest,F,35-39,2092,35,4
5951,Northwest,F,40-44,2150,40,5
5951,Northwest,F,45-49,2394,45,5
5951,Northwest,F,50-54,2663,50,6
5951,Northwest,F,55-59,2703,55,7
5951,Northwest,F,60-64,2332,60,7
5951,Northwest,F,65-69,1799,65,8
5951,Northwest,F,70-74,1307,70,8
5951,Northwest,F,75-79,871,75,9
5951,Northwest,F,80-84,576,80,9
5951,Northwest,F,85-89,433,85,10
5951,Northwest,F,90+,326,90,10
5951,Northwest,T,<1,829,1,1
5951,Northwest,T,01-04,3381,1,1
5951,Northwest,T,05-09,4561,5,1
5951,Northwest,T,10-14,4264,10,2
5951,Northwest,T,15-19,4532,15,2
5951,Northwest,T,20-24,4149,20,3
5951,Northwest,T,25-29,4138,25,3
5951,Northwest,T,30-34,4281,30,4
5951,Northwest,T,35-39,4272,35,4
5951,Northwest,T,40-44,4523,40,5
5951,Northwest,T,45-49,4869,45,5
5951,Northwest,T,50-54,5450,50,6
5951,Northwest,T,55-59,5709,55,7
5951,Northwest,T,60-64,4992,60,7
5951,Northwest,T,65-69,3893,65,8
5951,Northwest,T,70-74,2767,70,8
5951,Northwest,T,75-79,1759,75,9
5951,Northwest,T,80-84,1119,80,9
5951,Northwest,T,85-89,721,85,10
5951,Northwest,T,90+,517,90,10
5952,Northern Interior,M,<1,717,1,1
5952,Northern Interior,M,01-04,3291,1,1
5952,Northern Interior,M,05-09,4315,5,1
5952,Northern Interior,M,10-14,3984,10,2
5952,Northern Interior,M,15-19,4497,15,2
5952,Northern Interior,M,20-24,4914,20,3
5952,Northern Interior,M,25-29,4446,25,3
5952,Northern Interior,M,30-34,4399,30,4
5952,Northern Interior,M,35-39,4280,35,4
5952,Northern Interior,M,40-44,4443,40,5
5952,Northern Interior,M,45-49,4849,45,5
5952,Northern Interior,M,50-54,5412,50,6
5952,Northern Interior,M,55-59,5658,55,7
5952,Northern Interior,M,60-64,4916,60,7
5952,Northern Interior,M,65-69,3953,65,8
5952,Northern Interior,M,70-74,2787,70,8
5952,Northern Interior,M,75-79,1758,75,9
5952,Northern Interior,M,80-84,1119,80,9
5952,Northern Interior,M,85-89,607,85,10
5952,Northern Interior,M,90+,291,90,10
5952,Northern Interior,F,<1,708,1,1
5952,Northern Interior,F,01-04,2939,1,1
5952,Northern Interior,F,05-09,3903,5,1
5952,Northern Interior,F,10-14,3835,10,2
5952,Northern Interior,F,15-19,4133,15,2
5952,Northern Interior,F,20-24,4279,20,3
5952,Northern Interior,F,25-29,4200,25,3
5952,Northern Interior,F,30-34,4431,30,4
5952,Northern Interior,F,35-39,4282,35,4
5952,Northern Interior,F,40-44,4274,40,5
5952,Northern Interior,F,45-49,4554,45,5
5952,Northern Interior,F,50-54,5254,50,6
5952,Northern Interior,F,55-59,5314,55,7
5952,Northern Interior,F,60-64,4476,60,7
5952,Northern Interior,F,65-69,3758,65,8
5952,Northern Interior,F,70-74,2597,70,8
5952,Northern Interior,F,75-79,1817,75,9
5952,Northern Interior,F,80-84,1241,80,9
5952,Northern Interior,F,85-89,712,85,10
5952,Northern Interior,F,90+,482,90,10
5952,Northern Interior,T,<1,1425,1,1
5952,Northern Interior,T,01-04,6230,1,1
5952,Northern Interior,T,05-09,8218,5,1
5952,Northern Interior,T,10-14,7819,10,2
5952,Northern Interior,T,15-19,8630,15,2
5952,Northern Interior,T,20-24,9193,20,3
5952,Northern Interior,T,25-29,8646,25,3
5952,Northern Interior,T,30-34,8830,30,4
5952,Northern Interior,T,35-39,8562,35,4
5952,Northern Interior,T,40-44,8717,40,5
5952,Northern Interior,T,45-49,9403,45,5
5952,Northern Interior,T,50-54,10666,50,6
5952,Northern Interior,T,55-59,10972,55,7
5952,Northern Interior,T,60-64,9392,60,7
5952,Northern Interior,T,65-69,7711,65,8
5952,Northern Interior,T,70-74,5384,70,8
5952,Northern Interior,T,75-79,3575,75,9
5952,Northern Interior,T,80-84,2360,80,9
5952,Northern Interior,T,85-89,1319,85,10
5952,Northern Interior,T,90+,773,90,10
5953,Northeast,M,<1,526,1,1
5953,Northeast,M,01-04,2029,1,1
5953,Northeast,M,05-09,2459,5,1
5953,Northeast,M,10-14,2157,10,2
5953,Northeast,M,15-19,2274,15,2
5953,Northeast,M,20-24,2911,20,3
5953,Northeast,M,25-29,3100,25,3
5953,Northeast,M,30-34,3023,30,4
5953,Northeast,M,35-39,2606,35,4
5953,Northeast,M,40-44,2331,40,5
5953,Northeast,M,45-49,2254,45,5
5953,Northeast,M,50-54,2457,50,6
5953,Northeast,M,55-59,2387,55,7
5953,Northeast,M,60-64,1798,60,7
5953,Northeast,M,65-69,1235,65,8
5953,Northeast,M,70-74,851,70,8
5953,Northeast,M,75-79,538,75,9
5953,Northeast,M,80-84,351,80,9
5953,Northeast,M,85-89,196,85,10
5953,Northeast,M,90+,114,90,10
5953,Northeast,F,<1,483,1,1
5953,Northeast,F,01-04,1979,1,1
5953,Northeast,F,05-09,2226,5,1
5953,Northeast,F,10-14,2138,10,2
5953,Northeast,F,15-19,2017,15,2
5953,Northeast,F,20-24,2465,20,3
5953,Northeast,F,25-29,2666,25,3
5953,Northeast,F,30-34,2649,30,4
5953,Northeast,F,35-39,2352,35,4
5953,Northeast,F,40-44,2008,40,5
5953,Northeast,F,45-49,2040,45,5
5953,Northeast,F,50-54,2137,50,6
5953,Northeast,F,55-59,2038,55,7
5953,Northeast,F,60-64,1550,60,7
5953,Northeast,F,65-69,1119,65,8
5953,Northeast,F,70-74,784,70,8
5953,Northeast,F,75-79,541,75,9
5953,Northeast,F,80-84,480,80,9
5953,Northeast,F,85-89,273,85,10
5953,Northeast,F,90+,226,90,10
5953,Northeast,T,<1,1009,1,1
5953,Northeast,T,01-04,4008,1,1
5953,Northeast,T,05-09,4685,5,1
5953,Northeast,T,10-14,4295,10,2
5953,Northeast,T,15-19,4291,15,2
5953,Northeast,T,20-24,5376,20,3
5953,Northeast,T,25-29,5766,25,3
5953,Northeast,T,30-34,5672,30,4
5953,Northeast,T,35-39,4958,35,4
5953,Northeast,T,40-44,4339,40,5
5953,Northeast,T,45-49,4294,45,5
5953,Northeast,T,50-54,4594,50,6
5953,Northeast,T,55-59,4425,55,7
5953,Northeast,T,60-64,3348,60,7
5953,Northeast,T,65-69,2354,65,8
5953,Northeast,T,70-74,1635,70,8
5953,Northeast,T,75-79,1079,75,9
5953,Northeast,T,80-84,831,80,9
5953,Northeast,T,85-89,469,85,10
5953,Northeast,T,90+,340,90,10
